Team_Key,Team_Name,Points,Week,Year,Opponent_Team_Key,Opponent_Team_Name,Opponent_Points
399.l.643103.t.10,b'\xf0\x9f\x92\x84 SBTF\xe2\x80\x99ers \xf0\x9f\x92\x84',92.9,9,2020,399.l.643103.t.2,b'Mixon It Up',104.7
399.l.643103.t.4,b'Doc Y',89.24,9,2020,399.l.643103.t.8,b'Sharknadoes',139.74
399.l.643103.t.8,b'Sharknadoes',139.74,9,2020,399.l.643103.t.4,b'Doc Y',89.24
399.l.643103.t.5,b'BROTHER SHAMUS',128.8,9,2020,399.l.643103.t.7,b'Herndiggler',112.58
399.l.643103.t.7,b'Herndiggler',112.58,9,2020,399.l.643103.t.5,b'BROTHER SHAMUS',128.8
399.l.643103.t.1,b'\xf0\x9f\x8c\x8a daniel  \xf0\x9f\x8f\x84\xf0\x9f\x8f\xbd',107.62,10,2020,399.l.643103.t.4,b'Doc Y',82.82
399.l.643103.t.4,b'Doc Y',82.82,10,2020,399.l.643103.t.1,b'\xf0\x9f\x8c\x8a daniel  \xf0\x9f\x8f\x84\xf0\x9f\x8f\xbd',107.62
399.l.643103.t.2,b'Mixon It Up',77.8,10,2020,399.l.643103.t.3,"b""Champ's Chosen Ones""",113.48
399.l.643103.t.3,"b""Champ's Chosen Ones""",113.48,10,2020,399.l.643103.t.2,b'Mixon It Up',77.8
399.l.643103.t.5,b'BROTHER SHAMUS',111.06,10,2020,399.l.643103.t.8,b'Sharknadoes',86.52
399.l.643103.t.8,b'Sharknadoes',86.52,10,2020,399.l.643103.t.5,b'BROTHER SHAMUS',111.06
399.l.643103.t.7,b'Herndiggler',63.64,10,2020,399.l.643103.t.10,b'\xf0\x9f\x92\x84 SBTF\xe2\x80\x99ers \xf0\x9f\x92\x84',113.1
399.l.643103.t.10,b'\xf0\x9f\x92\x84 SBTF\xe2\x80\x99ers \xf0\x9f\x92\x84',113.1,10,2020,399.l.643103.t.7,b'Herndiggler',63.64
399.l.643103.t.1,b'\xf0\x9f\x8c\x8a daniel  \xf0\x9f\x8f\x84\xf0\x9f\x8f\xbd',99.28,11,2020,399.l.643103.t.5,b'BROTHER SHAMUS',100.84
399.l.643103.t.5,b'BROTHER SHAMUS',100.84,11,2020,399.l.643103.t.1,b'\xf0\x9f\x8c\x8a daniel  \xf0\x9f\x8f\x84\xf0\x9f\x8f\xbd',99.28
399.l.643103.t.2,b'Mixon It Up',122.94,11,2020,399.l.643103.t.4,b'Doc Y',107.68
399.l.643103.t.4,b'Doc Y',107.68,11,2020,399.l.643103.t.2,b'Mixon It Up',122.94
399.l.643103.t.3,"b""Champ's Chosen Ones""",117.44,11,2020,399.l.643103.t.10,b'\xf0\x9f\x92\x84 SBTF\xe2\x80\x99ers \xf0\x9f\x92\x84',110.46
399.l.643103.t.10,b'\xf0\x9f\x92\x84 SBTF\xe2\x80\x99ers \xf0\x9f\x92\x84',110.46,11,2020,399.l.643103.t.3,"b""Champ's Chosen Ones""",117.44
399.l.643103.t.7,b'Herndiggler',111.42,11,2020,399.l.643103.t.8,b'Sharknadoes',136.92
399.l.643103.t.8,b'Sharknadoes',136.92,11,2020,399.l.643103.t.7,b'Herndiggler',111.42
399.l.643103.t.1,b'\xf0\x9f\x8c\x8a daniel  \xf0\x9f\x8f\x84\xf0\x9f\x8f\xbd',113.5,12,2020,399.l.643103.t.7,b'Herndiggler',168.68
399.l.643103.t.7,b'Herndiggler',168.68,12,2020,399.l.643103.t.1,b'\xf0\x9f\x8c\x8a daniel  \xf0\x9f\x8f\x84\xf0\x9f\x8f\xbd',113.5
399.l.643103.t.2,b'Mixon It Up',99.14,12,2020,399.l.643103.t.5,b'BROTHER SHAMUS',94.3
399.l.643103.t.5,b'BROTHER SHAMUS',94.3,12,2020,399.l.643103.t.2,b'Mixon It Up',99.14
399.l.643103.t.3,"b""Champ's Chosen Ones""",115.24,12,2020,399.l.643103.t.4,b'Doc Y',92.3
399.l.643103.t.4,b'Doc Y',92.3,12,2020,399.l.643103.t.3,"b""Champ's Chosen Ones""",115.24
399.l.643103.t.8,b'Sharknadoes',152.32,12,2020,399.l.643103.t.10,b'\xf0\x9f\x92\x84 SBTF\xe2\x80\x99ers \xf0\x9f\x92\x84',107.28
399.l.643103.t.10,b'\xf0\x9f\x92\x84 SBTF\xe2\x80\x99ers \xf0\x9f\x92\x84',107.28,12,2020,399.l.643103.t.8,b'Sharknadoes',152.32
399.l.643103.t.1,b'\xf0\x9f\x8c\x8a daniel  \xf0\x9f\x8f\x84\xf0\x9f\x8f\xbd',86.52,13,2020,399.l.643103.t.8,b'Sharknadoes',112.84
399.l.643103.t.8,b'Sharknadoes',112.84,13,2020,399.l.643103.t.1,b'\xf0\x9f\x8c\x8a daniel  \xf0\x9f\x8f\x84\xf0\x9f\x8f\xbd',86.52
399.l.643103.t.2,b'Mixon It Up',85.3,13,2020,399.l.643103.t.7,b'Herndiggler',135.72
399.l.643103.t.7,b'Herndiggler',135.72,13,2020,399.l.643103.t.2,b'Mixon It Up',85.3
399.l.643103.t.3,"b""Champ's Chosen Ones""",84.26,13,2020,399.l.643103.t.5,b'BROTHER SHAMUS',103.46
399.l.643103.t.5,b'BROTHER SHAMUS',103.46,13,2020,399.l.643103.t.3,"b""Champ's Chosen Ones""",84.26
399.l.643103.t.4,b'Doc Y',104.48,13,2020,399.l.643103.t.10,b'\xf0\x9f\x92\x84 SBTF\xe2\x80\x99ers \xf0\x9f\x92\x84',142
399.l.643103.t.10,b'\xf0\x9f\x92\x84 SBTF\xe2\x80\x99ers \xf0\x9f\x92\x84',142,13,2020,399.l.643103.t.4,b'Doc Y',104.48
399.l.643103.t.1,b'\xf0\x9f\x8c\x8a daniel  \xf0\x9f\x8f\x84\xf0\x9f\x8f\xbd',125.94,14,2020,399.l.643103.t.10,b'\xf0\x9f\x92\x84 SBTF\xe2\x80\x99ers \xf0\x9f\x92\x84',107.16
399.l.643103.t.10,b'\xf0\x9f\x92\x84 SBTF\xe2\x80\x99ers \xf0\x9f\x92\x84',107.16,14,2020,399.l.643103.t.1,b'\xf0\x9f\x8c\x8a daniel  \xf0\x9f\x8f\x84\xf0\x9f\x8f\xbd',125.94
399.l.643103.t.2,b'Mixon It Up',97.2,14,2020,399.l.643103.t.8,b'Sharknadoes',114.54
399.l.643103.t.8,b'Sharknadoes',114.54,14,2020,399.l.643103.t.2,b'Mixon It Up',97.2
399.l.643103.t.3,"b""Champ's Chosen Ones""",81.52,14,2020,399.l.643103.t.7,b'Herndiggler',185.82
399.l.643103.t.7,b'Herndiggler',185.82,14,2020,399.l.643103.t.3,"b""Champ's Chosen Ones""",81.52
399.l.643103.t.4,b'Doc Y',103.84,14,2020,399.l.643103.t.5,b'BROTHER SHAMUS',144.72
399.l.643103.t.5,b'BROTHER SHAMUS',144.72,14,2020,399.l.643103.t.4,b'Doc Y',103.84
399.l.643103.t.1,b'\xf0\x9f\x8c\x8a daniel  \xf0\x9f\x8f\x84\xf0\x9f\x8f\xbd',100.94,15,2020,399.l.643103.t.8,b'Sharknadoes',111.7
399.l.643103.t.8,b'Sharknadoes',111.7,15,2020,399.l.643103.t.1,b'\xf0\x9f\x8c\x8a daniel  \xf0\x9f\x8f\x84\xf0\x9f\x8f\xbd',100.94
399.l.643103.t.2,b'Mixon It Up',70.52,15,2020,399.l.643103.t.10,b'\xf0\x9f\x92\x84 SBTF\xe2\x80\x99ers \xf0\x9f\x92\x84',103.74
399.l.643103.t.10,b'\xf0\x9f\x92\x84 SBTF\xe2\x80\x99ers \xf0\x9f\x92\x84',103.74,15,2020,399.l.643103.t.2,b'Mixon It Up',70.52
399.l.643103.t.3,"b""Champ's Chosen Ones""",114.06,15,2020,399.l.643103.t.4,b'Doc Y',126.32
399.l.643103.t.4,b'Doc Y',126.32,15,2020,399.l.643103.t.3,"b""Champ's Chosen Ones""",114.06
399.l.643103.t.5,b'BROTHER SHAMUS',145.22,15,2020,399.l.643103.t.7,b'Herndiggler',144.46
399.l.643103.t.7,b'Herndiggler',144.46,15,2020,399.l.643103.t.5,b'BROTHER SHAMUS',145.22
399.l.643103.t.1,b'\xf0\x9f\x8c\x8a daniel  \xf0\x9f\x8f\x84\xf0\x9f\x8f\xbd',98.2,16,2020,399.l.643103.t.7,b'Herndiggler',139.42
399.l.643103.t.7,b'Herndiggler',139.42,16,2020,399.l.643103.t.1,b'\xf0\x9f\x8c\x8a daniel  \xf0\x9f\x8f\x84\xf0\x9f\x8f\xbd',98.2
399.l.643103.t.2,b'Mixon It Up',113.24,16,2020,399.l.643103.t.3,"b""Champ's Chosen Ones""",68.32
399.l.643103.t.3,"b""Champ's Chosen Ones""",68.32,16,2020,399.l.643103.t.2,b'Mixon It Up',113.24
399.l.643103.t.4,b'Doc Y',90.68,16,2020,399.l.643103.t.10,b'\xf0\x9f\x92\x84 SBTF\xe2\x80\x99ers \xf0\x9f\x92\x84',77.68
399.l.643103.t.10,b'\xf0\x9f\x92\x84 SBTF\xe2\x80\x99ers \xf0\x9f\x92\x84',77.68,16,2020,399.l.643103.t.4,b'Doc Y',90.68
399.l.643103.t.5,b'BROTHER SHAMUS',141.32,16,2020,399.l.643103.t.8,b'Sharknadoes',169.76
399.l.643103.t.8,b'Sharknadoes',169.76,16,2020,399.l.643103.t.5,b'BROTHER SHAMUS',141.32
406.l.333658.t.1,b'Barry McCokiner',139.06,1,2021,406.l.333658.t.8,b'\xf0\x9f\x92\x84 SBTF\xe2\x80\x99ers \xf0\x9f\x92\x84',105.1
406.l.333658.t.8,b'\xf0\x9f\x92\x84 SBTF\xe2\x80\x99ers \xf0\x9f\x92\x84',105.1,1,2021,406.l.333658.t.1,b'Barry McCokiner',139.06
406.l.333658.t.2,b'T-REX AllStars',73.92,1,2021,406.l.333658.t.5,b'SHIRT COCKING',105.82
406.l.333658.t.5,b'SHIRT COCKING',105.82,1,2021,406.l.333658.t.2,b'T-REX AllStars',73.92
406.l.333658.t.3,"b""Champ's Chosen Ones""",128.06,1,2021,406.l.333658.t.7,b'Sharknadoes',120.7
406.l.333658.t.7,b'Sharknadoes',120.7,1,2021,406.l.333658.t.3,"b""Champ's Chosen Ones""",128.06
406.l.333658.t.4,b'Juan Afuk zeepincuzin',134.08,1,2021,406.l.333658.t.6,b'Mrs. Zeepincuzin',99.7
406.l.333658.t.6,b'Mrs. Zeepincuzin',99.7,1,2021,406.l.333658.t.4,b'Juan Afuk zeepincuzin',134.08
406.l.333658.t.1,b'Barry McCokiner',137.04,2,2021,406.l.333658.t.5,b'SHIRT COCKING',73.78
406.l.333658.t.5,b'SHIRT COCKING',73.78,2,2021,406.l.333658.t.1,b'Barry McCokiner',137.04
406.l.333658.t.2,b'T-REX AllStars',94.9,2,2021,406.l.333658.t.8,b'\xf0\x9f\x92\x84 SBTF\xe2\x80\x99ers \xf0\x9f\x92\x84',115.06
406.l.333658.t.8,b'\xf0\x9f\x92\x84 SBTF\xe2\x80\x99ers \xf0\x9f\x92\x84',115.06,2,2021,406.l.333658.t.2,b'T-REX AllStars',94.9
406.l.333658.t.3,"b""Champ's Chosen Ones""",153.3,2,2021,406.l.333658.t.6,b'Mrs. Zeepincuzin',135.36
406.l.333658.t.6,b'Mrs. Zeepincuzin',135.36,2,2021,406.l.333658.t.3,"b""Champ's Chosen Ones""",153.3
406.l.333658.t.4,b'Juan Afuk zeepincuzin',123.42,2,2021,406.l.333658.t.7,b'Sharknadoes',129.52
406.l.333658.t.7,b'Sharknadoes',129.52,2,2021,406.l.333658.t.4,b'Juan Afuk zeepincuzin',123.42
406.l.333658.t.1,b'Barry McCokiner',103.98,3,2021,406.l.333658.t.2,b'T-REX AllStars',116.24
406.l.333658.t.2,b'T-REX AllStars',116.24,3,2021,406.l.333658.t.1,b'Barry McCokiner',103.98
406.l.333658.t.3,"b""Champ's Chosen Ones""",73.14,3,2021,406.l.333658.t.4,b'Juan Afuk zeepincuzin',88.1
406.l.333658.t.4,b'Juan Afuk zeepincuzin',88.1,3,2021,406.l.333658.t.3,"b""Champ's Chosen Ones""",73.14
406.l.333658.t.5,b'SHIRT COCKING',98.92,3,2021,406.l.333658.t.8,b'\xf0\x9f\x92\x84 SBTF\xe2\x80\x99ers \xf0\x9f\x92\x84',108.02
406.l.333658.t.8,b'\xf0\x9f\x92\x84 SBTF\xe2\x80\x99ers \xf0\x9f\x92\x84',108.02,3,2021,406.l.333658.t.5,b'SHIRT COCKING',98.92
406.l.333658.t.6,b'Mrs. Zeepincuzin',117.78,3,2021,406.l.333658.t.7,b'Sharknadoes',131.92
406.l.333658.t.7,b'Sharknadoes',131.92,3,2021,406.l.333658.t.6,b'Mrs. Zeepincuzin',117.78
406.l.333658.t.1,b'Barry McCokiner',100.96,4,2021,406.l.333658.t.7,b'Sharknadoes',79.96
406.l.333658.t.7,b'Sharknadoes',79.96,4,2021,406.l.333658.t.1,b'Barry McCokiner',100.96
406.l.333658.t.2,b'T-REX AllStars',120.12,4,2021,406.l.333658.t.6,b'Mrs. Zeepincuzin',151.84
406.l.333658.t.6,b'Mrs. Zeepincuzin',151.84,4,2021,406.l.333658.t.2,b'T-REX AllStars',120.12
406.l.333658.t.3,"b""Champ's Chosen Ones""",79.72,4,2021,406.l.333658.t.8,b'\xf0\x9f\x92\x84 SBTF\xe2\x80\x99ers \xf0\x9f\x92\x84',106.92
406.l.333658.t.8,b'\xf0\x9f\x92\x84 SBTF\xe2\x80\x99ers \xf0\x9f\x92\x84',106.92,4,2021,406.l.333658.t.3,"b""Champ's Chosen Ones""",79.72
406.l.333658.t.4,b'Juan Afuk zeepincuzin',135.32,4,2021,406.l.333658.t.5,b'SHIRT COCKING',87.9
406.l.333658.t.5,b'SHIRT COCKING',87.9,4,2021,406.l.333658.t.4,b'Juan Afuk zeepincuzin',135.32
406.l.333658.t.1,b'Barry McCokiner',132.44,5,2021,406.l.333658.t.6,b'Mrs. Zeepincuzin',133.78
406.l.333658.t.6,b'Mrs. Zeepincuzin',133.78,5,2021,406.l.333658.t.1,b'Barry McCokiner',132.44
406.l.333658.t.2,b'T-REX AllStars',141.06,5,2021,406.l.333658.t.4,b'Juan Afuk zeepincuzin',132.68
406.l.333658.t.4,b'Juan Afuk zeepincuzin',132.68,5,2021,406.l.333658.t.2,b'T-REX AllStars',141.06
406.l.333658.t.3,"b""Champ's Chosen Ones""",116.76,5,2021,406.l.333658.t.5,b'SHIRT COCKING',131.88
406.l.333658.t.5,b'SHIRT COCKING',131.88,5,2021,406.l.333658.t.3,"b""Champ's Chosen Ones""",116.76
406.l.333658.t.7,b'Sharknadoes',106.98,5,2021,406.l.333658.t.8,b'\xf0\x9f\x92\x84 SBTF\xe2\x80\x99ers \xf0\x9f\x92\x84',171.6
406.l.333658.t.8,b'\xf0\x9f\x92\x84 SBTF\xe2\x80\x99ers \xf0\x9f\x92\x84',171.6,5,2021,406.l.333658.t.7,b'Sharknadoes',106.98
406.l.333658.t.1,b'Barry McCokiner',115.98,6,2021,406.l.333658.t.8,b'\xf0\x9f\x92\x84 SBTF\xe2\x80\x99ers \xf0\x9f\x92\x84',114.22
406.l.333658.t.8,b'\xf0\x9f\x92\x84 SBTF\xe2\x80\x99ers \xf0\x9f\x92\x84',114.22,6,2021,406.l.333658.t.1,b'Barry McCokiner',115.98
406.l.333658.t.2,b'T-REX AllStars',120.2,6,2021,406.l.333658.t.5,b'SHIRT COCKING',135.8
406.l.333658.t.5,b'SHIRT COCKING',135.8,6,2021,406.l.333658.t.2,b'T-REX AllStars',120.2
406.l.333658.t.3,"b""Champ's Chosen Ones""",126.96,6,2021,406.l.333658.t.7,b'Sharknadoes',124.3
406.l.333658.t.7,b'Sharknadoes',124.3,6,2021,406.l.333658.t.3,"b""Champ's Chosen Ones""",126.96
406.l.333658.t.4,b'Juan Afuk zeepincuzin',116.28,6,2021,406.l.333658.t.6,b'Mrs. Zeepincuzin',103.18
406.l.333658.t.6,b'Mrs. Zeepincuzin',103.18,6,2021,406.l.333658.t.4,b'Juan Afuk zeepincuzin',116.28
406.l.333658.t.1,b'Barry McCokiner',128.54,7,2021,406.l.333658.t.5,b'SHIRT COCKING',80.16
406.l.333658.t.5,b'SHIRT COCKING',80.16,7,2021,406.l.333658.t.1,b'Barry McCokiner',128.54
406.l.333658.t.2,b'T-REX AllStars',124.96,7,2021,406.l.333658.t.8,b'\xf0\x9f\x92\x84 SBTF\xe2\x80\x99ers \xf0\x9f\x92\x84',145.54
406.l.333658.t.8,b'\xf0\x9f\x92\x84 SBTF\xe2\x80\x99ers \xf0\x9f\x92\x84',145.54,7,2021,406.l.333658.t.2,b'T-REX AllStars',124.96
406.l.333658.t.3,"b""Champ's Chosen Ones""",110.04,7,2021,406.l.333658.t.6,b'Mrs. Zeepincuzin',105.28
406.l.333658.t.6,b'Mrs. Zeepincuzin',105.28,7,2021,406.l.333658.t.3,"b""Champ's Chosen Ones""",110.04
406.l.333658.t.4,b'Juan Afuk zeepincuzin',109.64,7,2021,406.l.333658.t.7,b'Sharknadoes',135.74
406.l.333658.t.7,b'Sharknadoes',135.74,7,2021,406.l.333658.t.4,b'Juan Afuk zeepincuzin',109.64
406.l.333658.t.1,b'Barry McCokiner',135.5,8,2021,406.l.333658.t.2,b'T-REX AllStars',114.06
406.l.333658.t.2,b'T-REX AllStars',114.06,8,2021,406.l.333658.t.1,b'Barry McCokiner',135.5
406.l.333658.t.3,"b""Champ's Chosen Ones""",81.16,8,2021,406.l.333658.t.4,b'Juan Afuk zeepincuzin',71.2
406.l.333658.t.4,b'Juan Afuk zeepincuzin',71.2,8,2021,406.l.333658.t.3,"b""Champ's Chosen Ones""",81.16
406.l.333658.t.5,b'SHIRT COCKING',106.8,8,2021,406.l.333658.t.8,b'\xf0\x9f\x92\x84 SBTF\xe2\x80\x99ers \xf0\x9f\x92\x84',123.26
406.l.333658.t.8,b'\xf0\x9f\x92\x84 SBTF\xe2\x80\x99ers \xf0\x9f\x92\x84',123.26,8,2021,406.l.333658.t.5,b'SHIRT COCKING',106.8
406.l.333658.t.6,b'Mrs. Zeepincuzin',120.6,8,2021,406.l.333658.t.7,b'Sharknadoes',81.56
406.l.333658.t.7,b'Sharknadoes',81.56,8,2021,406.l.333658.t.6,b'Mrs. Zeepincuzin',120.6
406.l.333658.t.1,b'Barry McCokiner',100.18,9,2021,406.l.333658.t.4,b'Juan Afuk zeepincuzin',62.94
406.l.333658.t.4,b'Juan Afuk zeepincuzin',62.94,9,2021,406.l.333658.t.1,b'Barry McCokiner',100.18
406.l.333658.t.2,b'T-REX AllStars',91.44,9,2021,406.l.333658.t.3,"b""Champ's Chosen Ones""",98.98
406.l.333658.t.3,"b""Champ's Chosen Ones""",98.98,9,2021,406.l.333658.t.2,b'T-REX AllStars',91.44
406.l.333658.t.5,b'SHIRT COCKING',80.16,9,2021,406.l.333658.t.7,b'Sharknadoes',96.08
406.l.333658.t.7,b'Sharknadoes',96.08,9,2021,406.l.333658.t.5,b'SHIRT COCKING',80.16
406.l.333658.t.6,b'Mrs. Zeepincuzin',99.74,9,2021,406.l.333658.t.8,b'\xf0\x9f\x92\x84 SBTF\xe2\x80\x99ers \xf0\x9f\x92\x84',110.56
406.l.333658.t.8,b'\xf0\x9f\x92\x84 SBTF\xe2\x80\x99ers \xf0\x9f\x92\x84',110.56,9,2021,406.l.333658.t.6,b'Mrs. Zeepincuzin',99.74
406.l.333658.t.1,b'Barry McCokiner',90.9,10,2021,406.l.333658.t.3,"b""Champ's Chosen Ones""",100.04
406.l.333658.t.3,"b""Champ's Chosen Ones""",100.04,10,2021,406.l.333658.t.1,b'Barry McCokiner',90.9
406.l.333658.t.2,b'T-REX AllStars',88.98,10,2021,406.l.333658.t.7,b'Sharknadoes',100.2
406.l.333658.t.7,b'Sharknadoes',100.2,10,2021,406.l.333658.t.2,b'T-REX AllStars',88.98
406.l.333658.t.4,b'Juan Afuk zeepincuzin',115.04,10,2021,406.l.333658.t.8,b'\xf0\x9f\x92\x84 SBTF\xe2\x80\x99ers \xf0\x9f\x92\x84',80.14
406.l.333658.t.8,b'\xf0\x9f\x92\x84 SBTF\xe2\x80\x99ers \xf0\x9f\x92\x84',80.14,10,2021,406.l.333658.t.4,b'Juan Afuk zeepincuzin',115.04
406.l.333658.t.5,b'SHIRT COCKING',132.04,10,2021,406.l.333658.t.6,b'Mrs. Zeepincuzin',104.18
406.l.333658.t.6,b'Mrs. Zeepincuzin',104.18,10,2021,406.l.333658.t.5,b'SHIRT COCKING',132.04
406.l.333658.t.1,b'Barry McCokiner',151.48,11,2021,406.l.333658.t.8,b'\xf0\x9f\x92\x84 SBTF\xe2\x80\x99ers \xf0\x9f\x92\x84',126.76
406.l.333658.t.8,b'\xf0\x9f\x92\x84 SBTF\xe2\x80\x99ers \xf0\x9f\x92\x84',126.76,11,2021,406.l.333658.t.1,b'Barry McCokiner',151.48
406.l.333658.t.2,b'T-REX AllStars',154.9,11,2021,406.l.333658.t.5,b'SHIRT COCKING',89.64
406.l.333658.t.5,b'SHIRT COCKING',89.64,11,2021,406.l.333658.t.2,b'T-REX AllStars',154.9
406.l.333658.t.3,"b""Champ's Chosen Ones""",81.58,11,2021,406.l.333658.t.7,b'Sharknadoes',132.38
406.l.333658.t.7,b'Sharknadoes',132.38,11,2021,406.l.333658.t.3,"b""Champ's Chosen Ones""",81.58
406.l.333658.t.4,b'Juan Afuk zeepincuzin',102.1,11,2021,406.l.333658.t.6,b'Mrs. Zeepincuzin',71.02
406.l.333658.t.6,b'Mrs. Zeepincuzin',71.02,11,2021,406.l.333658.t.4,b'Juan Afuk zeepincuzin',102.1
406.l.333658.t.1,b'Barry McCokiner',89.84,12,2021,406.l.333658.t.5,b'SHIRT COCKING',114.6
406.l.333658.t.5,b'SHIRT COCKING',114.6,12,2021,406.l.333658.t.1,b'Barry McCokiner',89.84
406.l.333658.t.2,b'T-REX AllStars',134.28,12,2021,406.l.333658.t.8,b'\xf0\x9f\x92\x84 SBTF\xe2\x80\x99ers \xf0\x9f\x92\x84',130.7
406.l.333658.t.8,b'\xf0\x9f\x92\x84 SBTF\xe2\x80\x99ers \xf0\x9f\x92\x84',130.7,12,2021,406.l.333658.t.2,b'T-REX AllStars',134.28
406.l.333658.t.3,"b""Champ's Chosen Ones""",84.78,12,2021,406.l.333658.t.6,b'Mrs. Zeepincuzin',76.3
406.l.333658.t.6,b'Mrs. Zeepincuzin',76.3,12,2021,406.l.333658.t.3,"b""Champ's Chosen Ones""",84.78
406.l.333658.t.4,b'Juan Afuk zeepincuzin',86.98,12,2021,406.l.333658.t.7,b'Sharknadoes',90.58
406.l.333658.t.7,b'Sharknadoes',90.58,12,2021,406.l.333658.t.4,b'Juan Afuk zeepincuzin',86.98
406.l.333658.t.1,b'Barry McCokiner',119.02,13,2021,406.l.333658.t.2,b'T-REX AllStars',118.2
406.l.333658.t.2,b'T-REX AllStars',118.2,13,2021,406.l.333658.t.1,b'Barry McCokiner',119.02
406.l.333658.t.3,"b""Champ's Chosen Ones""",124.82,13,2021,406.l.333658.t.4,b'Juan Afuk zeepincuzin',101.46
406.l.333658.t.4,b'Juan Afuk zeepincuzin',101.46,13,2021,406.l.333658.t.3,"b""Champ's Chosen Ones""",124.82
406.l.333658.t.5,b'SHIRT COCKING',92.92,13,2021,406.l.333658.t.8,b'\xf0\x9f\x92\x84 SBTF\xe2\x80\x99ers \xf0\x9f\x92\x84',103.4
406.l.333658.t.8,b'\xf0\x9f\x92\x84 SBTF\xe2\x80\x99ers \xf0\x9f\x92\x84',103.4,13,2021,406.l.333658.t.5,b'SHIRT COCKING',92.92
406.l.333658.t.6,b'Mrs. Zeepincuzin',100.22,13,2021,406.l.333658.t.7,b'Sharknadoes',136.18
406.l.333658.t.7,b'Sharknadoes',136.18,13,2021,406.l.333658.t.6,b'Mrs. Zeepincuzin',100.22
406.l.333658.t.1,b'Barry McCokiner',113.02,14,2021,406.l.333658.t.7,b'Sharknadoes',138.2
406.l.333658.t.7,b'Sharknadoes',138.2,14,2021,406.l.333658.t.1,b'Barry McCokiner',113.02
406.l.333658.t.2,b'T-REX AllStars',118.74,14,2021,406.l.333658.t.6,b'Mrs. Zeepincuzin',76.78
406.l.333658.t.6,b'Mrs. Zeepincuzin',76.78,14,2021,406.l.333658.t.2,b'T-REX AllStars',118.74
406.l.333658.t.3,"b""Champ's Chosen Ones""",116.82,14,2021,406.l.333658.t.8,b'\xf0\x9f\x92\x84 SBTF\xe2\x80\x99ers \xf0\x9f\x92\x84',120.12
406.l.333658.t.8,b'\xf0\x9f\x92\x84 SBTF\xe2\x80\x99ers \xf0\x9f\x92\x84',120.12,14,2021,406.l.333658.t.3,"b""Champ's Chosen Ones""",116.82
406.l.333658.t.4,b'Juan Afuk zeepincuzin',96.7,14,2021,406.l.333658.t.5,b'SHIRT COCKING',131.74
406.l.333658.t.5,b'SHIRT COCKING',131.74,14,2021,406.l.333658.t.4,b'Juan Afuk zeepincuzin',96.7
406.l.333658.t.1,b'Barry McCokiner',85.16,15,2021,406.l.333658.t.4,b'Juan Afuk zeepincuzin',83.5
406.l.333658.t.4,b'Juan Afuk zeepincuzin',83.5,15,2021,406.l.333658.t.1,b'Barry McCokiner',85.16
406.l.333658.t.2,b'T-REX AllStars',101.92,15,2021,406.l.333658.t.3,"b""Champ's Chosen Ones""",58.68
406.l.333658.t.3,"b""Champ's Chosen Ones""",58.68,15,2021,406.l.333658.t.2,b'T-REX AllStars',101.92
406.l.333658.t.5,b'SHIRT COCKING',113.86,15,2021,406.l.333658.t.7,b'Sharknadoes',140.34
406.l.333658.t.7,b'Sharknadoes',140.34,15,2021,406.l.333658.t.5,b'SHIRT COCKING',113.86
406.l.333658.t.6,b'Mrs. Zeepincuzin',83.28,15,2021,406.l.333658.t.8,b'\xf0\x9f\x92\x84 SBTF\xe2\x80\x99ers \xf0\x9f\x92\x84',107.1
406.l.333658.t.8,b'\xf0\x9f\x92\x84 SBTF\xe2\x80\x99ers \xf0\x9f\x92\x84',107.1,15,2021,406.l.333658.t.6,b'Mrs. Zeepincuzin',83.28
406.l.333658.t.1,b'Barry McCokiner',84.38,16,2021,406.l.333658.t.7,b'Sharknadoes',111.14
406.l.333658.t.7,b'Sharknadoes',111.14,16,2021,406.l.333658.t.1,b'Barry McCokiner',84.38
406.l.333658.t.2,b'T-REX AllStars',118.98,16,2021,406.l.333658.t.6,b'Mrs. Zeepincuzin',111.24
406.l.333658.t.6,b'Mrs. Zeepincuzin',111.24,16,2021,406.l.333658.t.2,b'T-REX AllStars',118.98
406.l.333658.t.3,"b""Champ's Chosen Ones""",106.9,16,2021,406.l.333658.t.8,b'\xf0\x9f\x92\x84 SBTF\xe2\x80\x99ers \xf0\x9f\x92\x84',135.26
406.l.333658.t.8,b'\xf0\x9f\x92\x84 SBTF\xe2\x80\x99ers \xf0\x9f\x92\x84',135.26,16,2021,406.l.333658.t.3,"b""Champ's Chosen Ones""",106.9
406.l.333658.t.4,b'Juan Afuk zeepincuzin',126.62,16,2021,406.l.333658.t.5,b'SHIRT COCKING',67.88
406.l.333658.t.5,b'SHIRT COCKING',67.88,16,2021,406.l.333658.t.4,b'Juan Afuk zeepincuzin',126.62
414.l.74941.t.1,b'Barry McCokiner',95.42,1,2022,414.l.74941.t.5,b'SHIT CUNT BULLSHIT',88.04
414.l.74941.t.5,b'SHIT CUNT BULLSHIT',88.04,1,2022,414.l.74941.t.1,b'Barry McCokiner',95.42
414.l.74941.t.2,"b""Champ's Chosen Ones""",90.68,1,2022,414.l.74941.t.9,b'Bone Zone \xf0\x9f\x8d\x86',98.76
414.l.74941.t.9,b'Bone Zone \xf0\x9f\x8d\x86',98.76,1,2022,414.l.74941.t.2,"b""Champ's Chosen Ones""",90.68
