Team_Key,Team_Name,Division,Points,Week,Year,Opponent_Team_Key,Opponent_Team_Name,Opponent_Division,Opponent_Points
390.l.43068.t.3,Champ's Chosen Ones,No Division,73.68,8,2019,390.l.43068.t.6,Hep C-ity Rejects,No Division,137.26
390.l.43068.t.6,Hep C-ity Rejects,No Division,137.26,8,2019,390.l.43068.t.3,Champ's Chosen Ones,No Division,73.68
390.l.43068.t.4,Doc Y,No Division,87.48,8,2019,390.l.43068.t.5,BROTHER SHAMUS,No Division,133.68
390.l.43068.t.5,BROTHER SHAMUS,No Division,133.68,8,2019,390.l.43068.t.4,Doc Y,No Division,87.48
390.l.43068.t.8,Sharknadoes,No Division,121.64,8,2019,390.l.43068.t.9,Uno,No Division,93.36
390.l.43068.t.9,Uno,No Division,93.36,8,2019,390.l.43068.t.8,Sharknadoes,No Division,121.64
390.l.43068.t.1,Che Danno,No Division,110.7,9,2019,390.l.43068.t.7,Herndiggler,No Division,116.04
390.l.43068.t.7,Herndiggler,No Division,116.04,9,2019,390.l.43068.t.1,Che Danno,No Division,110.7
390.l.43068.t.2,2 Cooper's 1 Kupp,No Division,110.2,9,2019,390.l.43068.t.8,Sharknadoes,No Division,122.98
390.l.43068.t.8,Sharknadoes,No Division,122.98,9,2019,390.l.43068.t.2,2 Cooper's 1 Kupp,No Division,110.2
390.l.43068.t.3,Champ's Chosen Ones,No Division,119.22,9,2019,390.l.43068.t.4,Doc Y,No Division,108.76
390.l.43068.t.4,Doc Y,No Division,108.76,9,2019,390.l.43068.t.3,Champ's Chosen Ones,No Division,119.22
390.l.43068.t.5,BROTHER SHAMUS,No Division,105.34,9,2019,390.l.43068.t.6,Hep C-ity Rejects,No Division,80.04
390.l.43068.t.6,Hep C-ity Rejects,No Division,80.04,9,2019,390.l.43068.t.5,BROTHER SHAMUS,No Division,105.34
390.l.43068.t.9,Uno,No Division,91.22,9,2019,390.l.43068.t.10,SBTFers,No Division,136.2
390.l.43068.t.10,SBTFers,No Division,136.2,9,2019,390.l.43068.t.9,Uno,No Division,91.22
390.l.43068.t.1,Che Danno,No Division,117.64,10,2019,390.l.43068.t.5,BROTHER SHAMUS,No Division,114.64
390.l.43068.t.5,BROTHER SHAMUS,No Division,114.64,10,2019,390.l.43068.t.1,Che Danno,No Division,117.64
390.l.43068.t.2,2 Cooper's 1 Kupp,No Division,109.68,10,2019,390.l.43068.t.6,Hep C-ity Rejects,No Division,79.22
390.l.43068.t.6,Hep C-ity Rejects,No Division,79.22,10,2019,390.l.43068.t.2,2 Cooper's 1 Kupp,No Division,109.68
390.l.43068.t.3,Champ's Chosen Ones,No Division,115.48,10,2019,390.l.43068.t.4,Doc Y,No Division,82.42
390.l.43068.t.4,Doc Y,No Division,82.42,10,2019,390.l.43068.t.3,Champ's Chosen Ones,No Division,115.48
390.l.43068.t.7,Herndiggler,No Division,120.62,10,2019,390.l.43068.t.10,SBTFers,No Division,122.38
390.l.43068.t.10,SBTFers,No Division,122.38,10,2019,390.l.43068.t.7,Herndiggler,No Division,120.62
390.l.43068.t.8,Sharknadoes,No Division,87.82,10,2019,390.l.43068.t.9,Uno,No Division,155.52
390.l.43068.t.9,Uno,No Division,155.52,10,2019,390.l.43068.t.8,Sharknadoes,No Division,87.82
390.l.43068.t.1,Che Danno,No Division,132.24,11,2019,390.l.43068.t.8,Sharknadoes,No Division,132.66
390.l.43068.t.8,Sharknadoes,No Division,132.66,11,2019,390.l.43068.t.1,Che Danno,No Division,132.24
390.l.43068.t.2,2 Cooper's 1 Kupp,No Division,108.62,11,2019,390.l.43068.t.5,BROTHER SHAMUS,No Division,85.28
390.l.43068.t.5,BROTHER SHAMUS,No Division,85.28,11,2019,390.l.43068.t.2,2 Cooper's 1 Kupp,No Division,108.62
390.l.43068.t.3,Champ's Chosen Ones,No Division,101.72,11,2019,390.l.43068.t.10,SBTFers,No Division,107.36
390.l.43068.t.10,SBTFers,No Division,107.36,11,2019,390.l.43068.t.3,Champ's Chosen Ones,No Division,101.72
390.l.43068.t.4,Doc Y,No Division,112.08,11,2019,390.l.43068.t.9,Uno,No Division,106.88
390.l.43068.t.9,Uno,No Division,106.88,11,2019,390.l.43068.t.4,Doc Y,No Division,112.08
390.l.43068.t.6,Hep C-ity Rejects,No Division,87.56,11,2019,390.l.43068.t.7,Herndiggler,No Division,99.06
390.l.43068.t.7,Herndiggler,No Division,99.06,11,2019,390.l.43068.t.6,Hep C-ity Rejects,No Division,87.56
390.l.43068.t.1,Che Danno,No Division,97.5,12,2019,390.l.43068.t.6,Hep C-ity Rejects,No Division,75.32
390.l.43068.t.6,Hep C-ity Rejects,No Division,75.32,12,2019,390.l.43068.t.1,Che Danno,No Division,97.5
390.l.43068.t.2,2 Cooper's 1 Kupp,No Division,81.54,12,2019,390.l.43068.t.3,Champ's Chosen Ones,No Division,103.8
390.l.43068.t.3,Champ's Chosen Ones,No Division,103.8,12,2019,390.l.43068.t.2,2 Cooper's 1 Kupp,No Division,81.54
390.l.43068.t.4,Doc Y,No Division,82.44,12,2019,390.l.43068.t.8,Sharknadoes,No Division,118.32
390.l.43068.t.8,Sharknadoes,No Division,118.32,12,2019,390.l.43068.t.4,Doc Y,No Division,82.44
390.l.43068.t.5,BROTHER SHAMUS,No Division,112.66,12,2019,390.l.43068.t.10,SBTFers,No Division,111.1
390.l.43068.t.10,SBTFers,No Division,111.1,12,2019,390.l.43068.t.5,BROTHER SHAMUS,No Division,112.66
390.l.43068.t.7,Herndiggler,No Division,116.06,12,2019,390.l.43068.t.9,Uno,No Division,151.36
390.l.43068.t.9,Uno,No Division,151.36,12,2019,390.l.43068.t.7,Herndiggler,No Division,116.06
390.l.43068.t.1,Che Danno,No Division,111.18,13,2019,390.l.43068.t.4,Doc Y,No Division,90.76
390.l.43068.t.4,Doc Y,No Division,90.76,13,2019,390.l.43068.t.1,Che Danno,No Division,111.18
390.l.43068.t.2,2 Cooper's 1 Kupp,No Division,119.26,13,2019,390.l.43068.t.9,Uno,No Division,81.9
390.l.43068.t.9,Uno,No Division,81.9,13,2019,390.l.43068.t.2,2 Cooper's 1 Kupp,No Division,119.26
390.l.43068.t.3,Champ's Chosen Ones,No Division,90.72,13,2019,390.l.43068.t.8,Sharknadoes,No Division,116.72
390.l.43068.t.8,Sharknadoes,No Division,116.72,13,2019,390.l.43068.t.3,Champ's Chosen Ones,No Division,90.72
390.l.43068.t.5,BROTHER SHAMUS,No Division,80.7,13,2019,390.l.43068.t.7,Herndiggler,No Division,94.72
390.l.43068.t.7,Herndiggler,No Division,94.72,13,2019,390.l.43068.t.5,BROTHER SHAMUS,No Division,80.7
390.l.43068.t.6,Hep C-ity Rejects,No Division,106.66,13,2019,390.l.43068.t.10,SBTFers,No Division,84.64
390.l.43068.t.10,SBTFers,No Division,84.64,13,2019,390.l.43068.t.6,Hep C-ity Rejects,No Division,106.66
390.l.43068.t.1,Che Danno,No Division,129.0,14,2019,390.l.43068.t.7,Herndiggler,No Division,95.0
390.l.43068.t.7,Herndiggler,No Division,95.0,14,2019,390.l.43068.t.1,Che Danno,No Division,129.0
390.l.43068.t.2,2 Cooper's 1 Kupp,No Division,105.08,14,2019,390.l.43068.t.8,Sharknadoes,No Division,88.06
390.l.43068.t.8,Sharknadoes,No Division,88.06,14,2019,390.l.43068.t.2,2 Cooper's 1 Kupp,No Division,105.08
390.l.43068.t.1,Che Danno,No Division,117.3,15,2019,390.l.43068.t.10,SBTFers,No Division,127.08
390.l.43068.t.10,SBTFers,No Division,127.08,15,2019,390.l.43068.t.1,Che Danno,No Division,117.3
390.l.43068.t.2,2 Cooper's 1 Kupp,No Division,99.88,15,2019,390.l.43068.t.5,BROTHER SHAMUS,No Division,137.4
390.l.43068.t.5,BROTHER SHAMUS,No Division,137.4,15,2019,390.l.43068.t.2,2 Cooper's 1 Kupp,No Division,99.88
390.l.43068.t.3,Champ's Chosen Ones,No Division,110.94,15,2019,390.l.43068.t.6,Hep C-ity Rejects,No Division,90.92
390.l.43068.t.6,Hep C-ity Rejects,No Division,90.92,15,2019,390.l.43068.t.3,Champ's Chosen Ones,No Division,110.94
390.l.43068.t.4,Doc Y,No Division,118.26,15,2019,390.l.43068.t.9,Uno,No Division,117.58
390.l.43068.t.9,Uno,No Division,117.58,15,2019,390.l.43068.t.4,Doc Y,No Division,118.26
390.l.43068.t.7,Herndiggler,No Division,106.46,15,2019,390.l.43068.t.8,Sharknadoes,No Division,150.22
390.l.43068.t.8,Sharknadoes,No Division,150.22,15,2019,390.l.43068.t.7,Herndiggler,No Division,106.46
390.l.43068.t.1,Che Danno,No Division,96.72,16,2019,390.l.43068.t.2,2 Cooper's 1 Kupp,No Division,100.06
390.l.43068.t.2,2 Cooper's 1 Kupp,No Division,100.06,16,2019,390.l.43068.t.1,Che Danno,No Division,96.72
390.l.43068.t.3,Champ's Chosen Ones,No Division,114.96,16,2019,390.l.43068.t.4,Doc Y,No Division,107.76
390.l.43068.t.4,Doc Y,No Division,107.76,16,2019,390.l.43068.t.3,Champ's Chosen Ones,No Division,114.96
390.l.43068.t.5,BROTHER SHAMUS,No Division,113.74,16,2019,390.l.43068.t.10,SBTFers,No Division,113.06
390.l.43068.t.10,SBTFers,No Division,113.06,16,2019,390.l.43068.t.5,BROTHER SHAMUS,No Division,113.74
390.l.43068.t.6,Hep C-ity Rejects,No Division,72.66,16,2019,390.l.43068.t.9,Uno,No Division,122.42
390.l.43068.t.9,Uno,No Division,122.42,16,2019,390.l.43068.t.6,Hep C-ity Rejects,No Division,72.66
399.l.643103.t.1,daniel,No Division,122.68,1,2020,399.l.643103.t.2,Mixon It Up,No Division,73.9
399.l.643103.t.2,Mixon It Up,No Division,73.9,1,2020,399.l.643103.t.1,daniel,No Division,122.68
399.l.643103.t.3,Champ's Chosen Ones,No Division,144.16,1,2020,399.l.643103.t.8,Sharknadoes,No Division,145.92
399.l.643103.t.8,Sharknadoes,No Division,145.92,1,2020,399.l.643103.t.3,Champ's Chosen Ones,No Division,144.16
399.l.643103.t.4,Doc Y,No Division,116.74,1,2020,399.l.643103.t.7,Herndiggler,No Division,150.14
399.l.643103.t.7,Herndiggler,No Division,150.14,1,2020,399.l.643103.t.4,Doc Y,No Division,116.74
399.l.643103.t.5,BROTHER SHAMUS,No Division,121.0,1,2020,399.l.643103.t.10,SBTFers,No Division,69.7
399.l.643103.t.10,SBTFers,No Division,69.7,1,2020,399.l.643103.t.5,BROTHER SHAMUS,No Division,121.0
399.l.643103.t.1,daniel,No Division,142.22,2,2020,399.l.643103.t.3,Champ's Chosen Ones,No Division,97.1
399.l.643103.t.3,Champ's Chosen Ones,No Division,97.1,2,2020,399.l.643103.t.1,daniel,No Division,142.22
399.l.643103.t.2,Mixon It Up,No Division,89.38,2,2020,399.l.643103.t.10,SBTFers,No Division,121.5
399.l.643103.t.10,SBTFers,No Division,121.5,2,2020,399.l.643103.t.2,Mixon It Up,No Division,89.38
399.l.643103.t.4,Doc Y,No Division,140.8,2,2020,399.l.643103.t.8,Sharknadoes,No Division,149.62
399.l.643103.t.8,Sharknadoes,No Division,149.62,2,2020,399.l.643103.t.4,Doc Y,No Division,140.8
399.l.643103.t.5,BROTHER SHAMUS,No Division,121.16,2,2020,399.l.643103.t.7,Herndiggler,No Division,123.48
399.l.643103.t.7,Herndiggler,No Division,123.48,2,2020,399.l.643103.t.5,BROTHER SHAMUS,No Division,121.16
399.l.643103.t.1,daniel,No Division,139.8,3,2020,399.l.643103.t.4,Doc Y,No Division,136.08
399.l.643103.t.4,Doc Y,No Division,136.08,3,2020,399.l.643103.t.1,daniel,No Division,139.8
399.l.643103.t.2,Mixon It Up,No Division,84.22,3,2020,399.l.643103.t.3,Champ's Chosen Ones,No Division,91.98
399.l.643103.t.3,Champ's Chosen Ones,No Division,91.98,3,2020,399.l.643103.t.2,Mixon It Up,No Division,84.22
399.l.643103.t.5,BROTHER SHAMUS,No Division,150.58,3,2020,399.l.643103.t.8,Sharknadoes,No Division,124.62
399.l.643103.t.8,Sharknadoes,No Division,124.62,3,2020,399.l.643103.t.5,BROTHER SHAMUS,No Division,150.58
399.l.643103.t.7,Herndiggler,No Division,137.0,3,2020,399.l.643103.t.10,SBTFers,No Division,119.0
399.l.643103.t.10,SBTFers,No Division,119.0,3,2020,399.l.643103.t.7,Herndiggler,No Division,137.0
399.l.643103.t.1,daniel,No Division,70.5,4,2020,399.l.643103.t.5,BROTHER SHAMUS,No Division,135.72
399.l.643103.t.5,BROTHER SHAMUS,No Division,135.72,4,2020,399.l.643103.t.1,daniel,No Division,70.5
399.l.643103.t.2,Mixon It Up,No Division,197.68,4,2020,399.l.643103.t.4,Doc Y,No Division,115.08
399.l.643103.t.4,Doc Y,No Division,115.08,4,2020,399.l.643103.t.2,Mixon It Up,No Division,197.68
399.l.643103.t.3,Champ's Chosen Ones,No Division,105.1,4,2020,399.l.643103.t.10,SBTFers,No Division,80.42
399.l.643103.t.10,SBTFers,No Division,80.42,4,2020,399.l.643103.t.3,Champ's Chosen Ones,No Division,105.1
399.l.643103.t.7,Herndiggler,No Division,84.44,4,2020,399.l.643103.t.8,Sharknadoes,No Division,114.6
399.l.643103.t.8,Sharknadoes,No Division,114.6,4,2020,399.l.643103.t.7,Herndiggler,No Division,84.44
399.l.643103.t.1,daniel,No Division,101.18,5,2020,399.l.643103.t.7,Herndiggler,No Division,128.1
399.l.643103.t.7,Herndiggler,No Division,128.1,5,2020,399.l.643103.t.1,daniel,No Division,101.18
399.l.643103.t.2,Mixon It Up,No Division,94.92,5,2020,399.l.643103.t.5,BROTHER SHAMUS,No Division,128.3
399.l.643103.t.5,BROTHER SHAMUS,No Division,128.3,5,2020,399.l.643103.t.2,Mixon It Up,No Division,94.92
399.l.643103.t.3,Champ's Chosen Ones,No Division,114.24,5,2020,399.l.643103.t.4,Doc Y,No Division,107.94
399.l.643103.t.4,Doc Y,No Division,107.94,5,2020,399.l.643103.t.3,Champ's Chosen Ones,No Division,114.24
399.l.643103.t.8,Sharknadoes,No Division,145.06,5,2020,399.l.643103.t.10,SBTFers,No Division,92.0
399.l.643103.t.10,SBTFers,No Division,92.0,5,2020,399.l.643103.t.8,Sharknadoes,No Division,145.06
399.l.643103.t.1,daniel,No Division,140.36,6,2020,399.l.643103.t.8,Sharknadoes,No Division,111.3
399.l.643103.t.8,Sharknadoes,No Division,111.3,6,2020,399.l.643103.t.1,daniel,No Division,140.36
399.l.643103.t.2,Mixon It Up,No Division,72.0,6,2020,399.l.643103.t.7,Herndiggler,No Division,145.1
399.l.643103.t.7,Herndiggler,No Division,145.1,6,2020,399.l.643103.t.2,Mixon It Up,No Division,72.0
399.l.643103.t.3,Champ's Chosen Ones,No Division,98.18,6,2020,399.l.643103.t.5,BROTHER SHAMUS,No Division,87.44
399.l.643103.t.5,BROTHER SHAMUS,No Division,87.44,6,2020,399.l.643103.t.3,Champ's Chosen Ones,No Division,98.18
399.l.643103.t.4,Doc Y,No Division,92.98,6,2020,399.l.643103.t.10,SBTFers,No Division,116.32
399.l.643103.t.10,SBTFers,No Division,116.32,6,2020,399.l.643103.t.4,Doc Y,No Division,92.98
399.l.643103.t.1,daniel,No Division,127.42,7,2020,399.l.643103.t.10,SBTFers,No Division,150.7
399.l.643103.t.10,SBTFers,No Division,150.7,7,2020,399.l.643103.t.1,daniel,No Division,127.42
399.l.643103.t.2,Mixon It Up,No Division,110.02,7,2020,399.l.643103.t.8,Sharknadoes,No Division,112.46
399.l.643103.t.8,Sharknadoes,No Division,112.46,7,2020,399.l.643103.t.2,Mixon It Up,No Division,110.02
399.l.643103.t.3,Champ's Chosen Ones,No Division,65.12,7,2020,399.l.643103.t.7,Herndiggler,No Division,132.7
399.l.643103.t.7,Herndiggler,No Division,132.7,7,2020,399.l.643103.t.3,Champ's Chosen Ones,No Division,65.12
399.l.643103.t.4,Doc Y,No Division,83.82,7,2020,399.l.643103.t.5,BROTHER SHAMUS,No Division,109.5
399.l.643103.t.5,BROTHER SHAMUS,No Division,109.5,7,2020,399.l.643103.t.4,Doc Y,No Division,83.82
399.l.643103.t.1,daniel,No Division,108.44,8,2020,399.l.643103.t.2,Mixon It Up,No Division,106.54
399.l.643103.t.2,Mixon It Up,No Division,106.54,8,2020,399.l.643103.t.1,daniel,No Division,108.44
399.l.643103.t.3,Champ's Chosen Ones,No Division,84.62,8,2020,399.l.643103.t.8,Sharknadoes,No Division,121.42
399.l.643103.t.8,Sharknadoes,No Division,121.42,8,2020,399.l.643103.t.3,Champ's Chosen Ones,No Division,84.62
399.l.643103.t.4,Doc Y,No Division,90.12,8,2020,399.l.643103.t.7,Herndiggler,No Division,127.44
399.l.643103.t.7,Herndiggler,No Division,127.44,8,2020,399.l.643103.t.4,Doc Y,No Division,90.12
399.l.643103.t.5,BROTHER SHAMUS,No Division,127.52,8,2020,399.l.643103.t.10,SBTFers,No Division,75.56
399.l.643103.t.10,SBTFers,No Division,75.56,8,2020,399.l.643103.t.5,BROTHER SHAMUS,No Division,127.52
399.l.643103.t.1,daniel,No Division,102.5,9,2020,399.l.643103.t.3,Champ's Chosen Ones,No Division,97.34
399.l.643103.t.3,Champ's Chosen Ones,No Division,97.34,9,2020,399.l.643103.t.1,daniel,No Division,102.5
399.l.643103.t.2,Mixon It Up,No Division,104.7,9,2020,399.l.643103.t.10,SBTFers,No Division,92.9
399.l.643103.t.10,SBTFers,No Division,92.9,9,2020,399.l.643103.t.2,Mixon It Up,No Division,104.7
399.l.643103.t.4,Doc Y,No Division,89.24,9,2020,399.l.643103.t.8,Sharknadoes,No Division,139.74
399.l.643103.t.8,Sharknadoes,No Division,139.74,9,2020,399.l.643103.t.4,Doc Y,No Division,89.24
399.l.643103.t.5,BROTHER SHAMUS,No Division,128.8,9,2020,399.l.643103.t.7,Herndiggler,No Division,112.58
399.l.643103.t.7,Herndiggler,No Division,112.58,9,2020,399.l.643103.t.5,BROTHER SHAMUS,No Division,128.8
399.l.643103.t.1,daniel,No Division,107.62,10,2020,399.l.643103.t.4,Doc Y,No Division,82.82
399.l.643103.t.4,Doc Y,No Division,82.82,10,2020,399.l.643103.t.1,daniel,No Division,107.62
399.l.643103.t.2,Mixon It Up,No Division,77.8,10,2020,399.l.643103.t.3,Champ's Chosen Ones,No Division,113.48
399.l.643103.t.3,Champ's Chosen Ones,No Division,113.48,10,2020,399.l.643103.t.2,Mixon It Up,No Division,77.8
399.l.643103.t.5,BROTHER SHAMUS,No Division,111.06,10,2020,399.l.643103.t.8,Sharknadoes,No Division,86.52
399.l.643103.t.8,Sharknadoes,No Division,86.52,10,2020,399.l.643103.t.5,BROTHER SHAMUS,No Division,111.06
399.l.643103.t.7,Herndiggler,No Division,63.64,10,2020,399.l.643103.t.10,SBTFers,No Division,113.1
399.l.643103.t.10,SBTFers,No Division,113.1,10,2020,399.l.643103.t.7,Herndiggler,No Division,63.64
399.l.643103.t.1,daniel,No Division,99.28,11,2020,399.l.643103.t.5,BROTHER SHAMUS,No Division,100.84
399.l.643103.t.5,BROTHER SHAMUS,No Division,100.84,11,2020,399.l.643103.t.1,daniel,No Division,99.28
399.l.643103.t.2,Mixon It Up,No Division,122.94,11,2020,399.l.643103.t.4,Doc Y,No Division,107.68
399.l.643103.t.4,Doc Y,No Division,107.68,11,2020,399.l.643103.t.2,Mixon It Up,No Division,122.94
399.l.643103.t.3,Champ's Chosen Ones,No Division,117.44,11,2020,399.l.643103.t.10,SBTFers,No Division,110.46
399.l.643103.t.10,SBTFers,No Division,110.46,11,2020,399.l.643103.t.3,Champ's Chosen Ones,No Division,117.44
399.l.643103.t.7,Herndiggler,No Division,111.42,11,2020,399.l.643103.t.8,Sharknadoes,No Division,136.92
399.l.643103.t.8,Sharknadoes,No Division,136.92,11,2020,399.l.643103.t.7,Herndiggler,No Division,111.42
399.l.643103.t.1,daniel,No Division,113.5,12,2020,399.l.643103.t.7,Herndiggler,No Division,168.68
399.l.643103.t.7,Herndiggler,No Division,168.68,12,2020,399.l.643103.t.1,daniel,No Division,113.5
399.l.643103.t.2,Mixon It Up,No Division,99.14,12,2020,399.l.643103.t.5,BROTHER SHAMUS,No Division,94.3
399.l.643103.t.5,BROTHER SHAMUS,No Division,94.3,12,2020,399.l.643103.t.2,Mixon It Up,No Division,99.14
399.l.643103.t.3,Champ's Chosen Ones,No Division,115.24,12,2020,399.l.643103.t.4,Doc Y,No Division,92.3
399.l.643103.t.4,Doc Y,No Division,92.3,12,2020,399.l.643103.t.3,Champ's Chosen Ones,No Division,115.24
399.l.643103.t.8,Sharknadoes,No Division,152.32,12,2020,399.l.643103.t.10,SBTFers,No Division,107.28
399.l.643103.t.10,SBTFers,No Division,107.28,12,2020,399.l.643103.t.8,Sharknadoes,No Division,152.32
399.l.643103.t.1,daniel,No Division,86.52,13,2020,399.l.643103.t.8,Sharknadoes,No Division,112.84
399.l.643103.t.8,Sharknadoes,No Division,112.84,13,2020,399.l.643103.t.1,daniel,No Division,86.52
399.l.643103.t.2,Mixon It Up,No Division,85.3,13,2020,399.l.643103.t.7,Herndiggler,No Division,135.72
399.l.643103.t.7,Herndiggler,No Division,135.72,13,2020,399.l.643103.t.2,Mixon It Up,No Division,85.3
399.l.643103.t.3,Champ's Chosen Ones,No Division,84.26,13,2020,399.l.643103.t.5,BROTHER SHAMUS,No Division,103.46
399.l.643103.t.5,BROTHER SHAMUS,No Division,103.46,13,2020,399.l.643103.t.3,Champ's Chosen Ones,No Division,84.26
399.l.643103.t.4,Doc Y,No Division,104.48,13,2020,399.l.643103.t.10,SBTFers,No Division,142.0
399.l.643103.t.10,SBTFers,No Division,142.0,13,2020,399.l.643103.t.4,Doc Y,No Division,104.48
399.l.643103.t.1,daniel,No Division,125.94,14,2020,399.l.643103.t.10,SBTFers,No Division,107.16
399.l.643103.t.10,SBTFers,No Division,107.16,14,2020,399.l.643103.t.1,daniel,No Division,125.94
399.l.643103.t.2,Mixon It Up,No Division,97.2,14,2020,399.l.643103.t.8,Sharknadoes,No Division,114.54
399.l.643103.t.8,Sharknadoes,No Division,114.54,14,2020,399.l.643103.t.2,Mixon It Up,No Division,97.2
399.l.643103.t.3,Champ's Chosen Ones,No Division,81.52,14,2020,399.l.643103.t.7,Herndiggler,No Division,185.82
399.l.643103.t.7,Herndiggler,No Division,185.82,14,2020,399.l.643103.t.3,Champ's Chosen Ones,No Division,81.52
399.l.643103.t.4,Doc Y,No Division,103.84,14,2020,399.l.643103.t.5,BROTHER SHAMUS,No Division,144.72
399.l.643103.t.5,BROTHER SHAMUS,No Division,144.72,14,2020,399.l.643103.t.4,Doc Y,No Division,103.84
399.l.643103.t.1,daniel,No Division,100.94,15,2020,399.l.643103.t.8,Sharknadoes,No Division,111.7
399.l.643103.t.8,Sharknadoes,No Division,111.7,15,2020,399.l.643103.t.1,daniel,No Division,100.94
399.l.643103.t.2,Mixon It Up,No Division,70.52,15,2020,399.l.643103.t.10,SBTFers,No Division,103.74
399.l.643103.t.10,SBTFers,No Division,103.74,15,2020,399.l.643103.t.2,Mixon It Up,No Division,70.52
399.l.643103.t.3,Champ's Chosen Ones,No Division,114.06,15,2020,399.l.643103.t.4,Doc Y,No Division,126.32
399.l.643103.t.4,Doc Y,No Division,126.32,15,2020,399.l.643103.t.3,Champ's Chosen Ones,No Division,114.06
399.l.643103.t.5,BROTHER SHAMUS,No Division,145.22,15,2020,399.l.643103.t.7,Herndiggler,No Division,144.46
399.l.643103.t.7,Herndiggler,No Division,144.46,15,2020,399.l.643103.t.5,BROTHER SHAMUS,No Division,145.22
399.l.643103.t.1,daniel,No Division,98.2,16,2020,399.l.643103.t.7,Herndiggler,No Division,139.42
399.l.643103.t.7,Herndiggler,No Division,139.42,16,2020,399.l.643103.t.1,daniel,No Division,98.2
399.l.643103.t.2,Mixon It Up,No Division,113.24,16,2020,399.l.643103.t.3,Champ's Chosen Ones,No Division,68.32
399.l.643103.t.3,Champ's Chosen Ones,No Division,68.32,16,2020,399.l.643103.t.2,Mixon It Up,No Division,113.24
399.l.643103.t.4,Doc Y,No Division,90.68,16,2020,399.l.643103.t.10,SBTFers,No Division,77.68
399.l.643103.t.10,SBTFers,No Division,77.68,16,2020,399.l.643103.t.4,Doc Y,No Division,90.68
399.l.643103.t.5,BROTHER SHAMUS,No Division,141.32,16,2020,399.l.643103.t.8,Sharknadoes,No Division,169.76
399.l.643103.t.8,Sharknadoes,No Division,169.76,16,2020,399.l.643103.t.5,BROTHER SHAMUS,No Division,141.32
406.l.333658.t.1,Barry McCokiner,No Division,139.06,1,2021,406.l.333658.t.8,SBTFers,No Division,105.1
406.l.333658.t.8,SBTFers,No Division,105.1,1,2021,406.l.333658.t.1,Barry McCokiner,No Division,139.06
406.l.333658.t.2,T-REX AllStars,No Division,73.92,1,2021,406.l.333658.t.5,SHIRT COCKING,No Division,105.82
406.l.333658.t.5,SHIRT COCKING,No Division,105.82,1,2021,406.l.333658.t.2,T-REX AllStars,No Division,73.92
406.l.333658.t.3,Champ's Chosen Ones,No Division,128.06,1,2021,406.l.333658.t.7,Sharknadoes,No Division,120.7
406.l.333658.t.7,Sharknadoes,No Division,120.7,1,2021,406.l.333658.t.3,Champ's Chosen Ones,No Division,128.06
406.l.333658.t.4,Juan Afuk zeepincuzin,No Division,134.08,1,2021,406.l.333658.t.6,Mrs Zeepincuzin,No Division,99.7
406.l.333658.t.6,Mrs Zeepincuzin,No Division,99.7,1,2021,406.l.333658.t.4,Juan Afuk zeepincuzin,No Division,134.08
406.l.333658.t.1,Barry McCokiner,No Division,137.04,2,2021,406.l.333658.t.5,SHIRT COCKING,No Division,73.78
406.l.333658.t.5,SHIRT COCKING,No Division,73.78,2,2021,406.l.333658.t.1,Barry McCokiner,No Division,137.04
406.l.333658.t.2,T-REX AllStars,No Division,94.9,2,2021,406.l.333658.t.8,SBTFers,No Division,115.06
406.l.333658.t.8,SBTFers,No Division,115.06,2,2021,406.l.333658.t.2,T-REX AllStars,No Division,94.9
406.l.333658.t.3,Champ's Chosen Ones,No Division,153.3,2,2021,406.l.333658.t.6,Mrs Zeepincuzin,No Division,135.36
406.l.333658.t.6,Mrs Zeepincuzin,No Division,135.36,2,2021,406.l.333658.t.3,Champ's Chosen Ones,No Division,153.3
406.l.333658.t.4,Juan Afuk zeepincuzin,No Division,123.42,2,2021,406.l.333658.t.7,Sharknadoes,No Division,129.52
406.l.333658.t.7,Sharknadoes,No Division,129.52,2,2021,406.l.333658.t.4,Juan Afuk zeepincuzin,No Division,123.42
406.l.333658.t.1,Barry McCokiner,No Division,103.98,3,2021,406.l.333658.t.2,T-REX AllStars,No Division,116.24
406.l.333658.t.2,T-REX AllStars,No Division,116.24,3,2021,406.l.333658.t.1,Barry McCokiner,No Division,103.98
406.l.333658.t.3,Champ's Chosen Ones,No Division,73.14,3,2021,406.l.333658.t.4,Juan Afuk zeepincuzin,No Division,88.1
406.l.333658.t.4,Juan Afuk zeepincuzin,No Division,88.1,3,2021,406.l.333658.t.3,Champ's Chosen Ones,No Division,73.14
406.l.333658.t.5,SHIRT COCKING,No Division,98.92,3,2021,406.l.333658.t.8,SBTFers,No Division,108.02
406.l.333658.t.8,SBTFers,No Division,108.02,3,2021,406.l.333658.t.5,SHIRT COCKING,No Division,98.92
406.l.333658.t.6,Mrs Zeepincuzin,No Division,117.78,3,2021,406.l.333658.t.7,Sharknadoes,No Division,131.92
406.l.333658.t.7,Sharknadoes,No Division,131.92,3,2021,406.l.333658.t.6,Mrs Zeepincuzin,No Division,117.78
406.l.333658.t.1,Barry McCokiner,No Division,100.96,4,2021,406.l.333658.t.7,Sharknadoes,No Division,79.96
406.l.333658.t.7,Sharknadoes,No Division,79.96,4,2021,406.l.333658.t.1,Barry McCokiner,No Division,100.96
