Team_Key,Team_Name,Division,Points,Week,Year,Opponent_Team_Key,Opponent_Team_Name,Opponent_Division,Opponent_Points
406.l.333658.t.2,T-REX AllStars,No Division,120.12,4,2021,406.l.333658.t.6,Mrs Zeepincuzin,No Division,151.84
406.l.333658.t.6,Mrs Zeepincuzin,No Division,151.84,4,2021,406.l.333658.t.2,T-REX AllStars,No Division,120.12
406.l.333658.t.3,Champ's Chosen Ones,No Division,79.72,4,2021,406.l.333658.t.8,SBTFers,No Division,106.92
406.l.333658.t.8,SBTFers,No Division,106.92,4,2021,406.l.333658.t.3,Champ's Chosen Ones,No Division,79.72
406.l.333658.t.4,Juan Afuk zeepincuzin,No Division,135.32,4,2021,406.l.333658.t.5,SHIRT COCKING,No Division,87.9
406.l.333658.t.5,SHIRT COCKING,No Division,87.9,4,2021,406.l.333658.t.4,Juan Afuk zeepincuzin,No Division,135.32
406.l.333658.t.1,Barry McCokiner,No Division,132.44,5,2021,406.l.333658.t.6,Mrs Zeepincuzin,No Division,133.78
406.l.333658.t.6,Mrs Zeepincuzin,No Division,133.78,5,2021,406.l.333658.t.1,Barry McCokiner,No Division,132.44
406.l.333658.t.2,T-REX AllStars,No Division,141.06,5,2021,406.l.333658.t.4,Juan Afuk zeepincuzin,No Division,132.68
406.l.333658.t.4,Juan Afuk zeepincuzin,No Division,132.68,5,2021,406.l.333658.t.2,T-REX AllStars,No Division,141.06
406.l.333658.t.3,Champ's Chosen Ones,No Division,116.76,5,2021,406.l.333658.t.5,SHIRT COCKING,No Division,131.88
406.l.333658.t.5,SHIRT COCKING,No Division,131.88,5,2021,406.l.333658.t.3,Champ's Chosen Ones,No Division,116.76
406.l.333658.t.7,Sharknadoes,No Division,106.98,5,2021,406.l.333658.t.8,SBTFers,No Division,171.6
406.l.333658.t.8,SBTFers,No Division,171.6,5,2021,406.l.333658.t.7,Sharknadoes,No Division,106.98
406.l.333658.t.1,Barry McCokiner,No Division,115.98,6,2021,406.l.333658.t.8,SBTFers,No Division,114.22
406.l.333658.t.8,SBTFers,No Division,114.22,6,2021,406.l.333658.t.1,Barry McCokiner,No Division,115.98
406.l.333658.t.2,T-REX AllStars,No Division,120.2,6,2021,406.l.333658.t.5,SHIRT COCKING,No Division,135.8
406.l.333658.t.5,SHIRT COCKING,No Division,135.8,6,2021,406.l.333658.t.2,T-REX AllStars,No Division,120.2
406.l.333658.t.3,Champ's Chosen Ones,No Division,126.96,6,2021,406.l.333658.t.7,Sharknadoes,No Division,124.3
406.l.333658.t.7,Sharknadoes,No Division,124.3,6,2021,406.l.333658.t.3,Champ's Chosen Ones,No Division,126.96
406.l.333658.t.4,Juan Afuk zeepincuzin,No Division,116.28,6,2021,406.l.333658.t.6,Mrs Zeepincuzin,No Division,103.18
406.l.333658.t.6,Mrs Zeepincuzin,No Division,103.18,6,2021,406.l.333658.t.4,Juan Afuk zeepincuzin,No Division,116.28
406.l.333658.t.1,Barry McCokiner,No Division,128.54,7,2021,406.l.333658.t.5,SHIRT COCKING,No Division,80.16
406.l.333658.t.5,SHIRT COCKING,No Division,80.16,7,2021,406.l.333658.t.1,Barry McCokiner,No Division,128.54
406.l.333658.t.2,T-REX AllStars,No Division,124.96,7,2021,406.l.333658.t.8,SBTFers,No Division,145.54
406.l.333658.t.8,SBTFers,No Division,145.54,7,2021,406.l.333658.t.2,T-REX AllStars,No Division,124.96
406.l.333658.t.3,Champ's Chosen Ones,No Division,110.04,7,2021,406.l.333658.t.6,Mrs Zeepincuzin,No Division,105.28
406.l.333658.t.6,Mrs Zeepincuzin,No Division,105.28,7,2021,406.l.333658.t.3,Champ's Chosen Ones,No Division,110.04
406.l.333658.t.4,Juan Afuk zeepincuzin,No Division,109.64,7,2021,406.l.333658.t.7,Sharknadoes,No Division,135.74
406.l.333658.t.7,Sharknadoes,No Division,135.74,7,2021,406.l.333658.t.4,Juan Afuk zeepincuzin,No Division,109.64
406.l.333658.t.1,Barry McCokiner,No Division,135.5,8,2021,406.l.333658.t.2,T-REX AllStars,No Division,114.06
406.l.333658.t.2,T-REX AllStars,No Division,114.06,8,2021,406.l.333658.t.1,Barry McCokiner,No Division,135.5
406.l.333658.t.3,Champ's Chosen Ones,No Division,81.16,8,2021,406.l.333658.t.4,Juan Afuk zeepincuzin,No Division,71.2
406.l.333658.t.4,Juan Afuk zeepincuzin,No Division,71.2,8,2021,406.l.333658.t.3,Champ's Chosen Ones,No Division,81.16
406.l.333658.t.5,SHIRT COCKING,No Division,106.8,8,2021,406.l.333658.t.8,SBTFers,No Division,123.26
406.l.333658.t.8,SBTFers,No Division,123.26,8,2021,406.l.333658.t.5,SHIRT COCKING,No Division,106.8
406.l.333658.t.6,Mrs Zeepincuzin,No Division,120.6,8,2021,406.l.333658.t.7,Sharknadoes,No Division,81.56
406.l.333658.t.7,Sharknadoes,No Division,81.56,8,2021,406.l.333658.t.6,Mrs Zeepincuzin,No Division,120.6
406.l.333658.t.1,Barry McCokiner,No Division,100.18,9,2021,406.l.333658.t.4,Juan Afuk zeepincuzin,No Division,62.94
406.l.333658.t.4,Juan Afuk zeepincuzin,No Division,62.94,9,2021,406.l.333658.t.1,Barry McCokiner,No Division,100.18
406.l.333658.t.2,T-REX AllStars,No Division,91.44,9,2021,406.l.333658.t.3,Champ's Chosen Ones,No Division,98.98
406.l.333658.t.3,Champ's Chosen Ones,No Division,98.98,9,2021,406.l.333658.t.2,T-REX AllStars,No Division,91.44
406.l.333658.t.5,SHIRT COCKING,No Division,80.16,9,2021,406.l.333658.t.7,Sharknadoes,No Division,96.08
406.l.333658.t.7,Sharknadoes,No Division,96.08,9,2021,406.l.333658.t.5,SHIRT COCKING,No Division,80.16
406.l.333658.t.6,Mrs Zeepincuzin,No Division,99.74,9,2021,406.l.333658.t.8,SBTFers,No Division,110.56
406.l.333658.t.8,SBTFers,No Division,110.56,9,2021,406.l.333658.t.6,Mrs Zeepincuzin,No Division,99.74
406.l.333658.t.1,Barry McCokiner,No Division,90.9,10,2021,406.l.333658.t.3,Champ's Chosen Ones,No Division,100.04
406.l.333658.t.3,Champ's Chosen Ones,No Division,100.04,10,2021,406.l.333658.t.1,Barry McCokiner,No Division,90.9
406.l.333658.t.2,T-REX AllStars,No Division,88.98,10,2021,406.l.333658.t.7,Sharknadoes,No Division,100.2
406.l.333658.t.7,Sharknadoes,No Division,100.2,10,2021,406.l.333658.t.2,T-REX AllStars,No Division,88.98
406.l.333658.t.4,Juan Afuk zeepincuzin,No Division,115.04,10,2021,406.l.333658.t.8,SBTFers,No Division,80.14
406.l.333658.t.8,SBTFers,No Division,80.14,10,2021,406.l.333658.t.4,Juan Afuk zeepincuzin,No Division,115.04
406.l.333658.t.5,SHIRT COCKING,No Division,132.04,10,2021,406.l.333658.t.6,Mrs Zeepincuzin,No Division,104.18
406.l.333658.t.6,Mrs Zeepincuzin,No Division,104.18,10,2021,406.l.333658.t.5,SHIRT COCKING,No Division,132.04
406.l.333658.t.1,Barry McCokiner,No Division,151.48,11,2021,406.l.333658.t.8,SBTFers,No Division,126.76
406.l.333658.t.8,SBTFers,No Division,126.76,11,2021,406.l.333658.t.1,Barry McCokiner,No Division,151.48
406.l.333658.t.2,T-REX AllStars,No Division,154.9,11,2021,406.l.333658.t.5,SHIRT COCKING,No Division,89.64
406.l.333658.t.5,SHIRT COCKING,No Division,89.64,11,2021,406.l.333658.t.2,T-REX AllStars,No Division,154.9
406.l.333658.t.3,Champ's Chosen Ones,No Division,81.58,11,2021,406.l.333658.t.7,Sharknadoes,No Division,132.38
406.l.333658.t.7,Sharknadoes,No Division,132.38,11,2021,406.l.333658.t.3,Champ's Chosen Ones,No Division,81.58
406.l.333658.t.4,Juan Afuk zeepincuzin,No Division,102.1,11,2021,406.l.333658.t.6,Mrs Zeepincuzin,No Division,71.02
406.l.333658.t.6,Mrs Zeepincuzin,No Division,71.02,11,2021,406.l.333658.t.4,Juan Afuk zeepincuzin,No Division,102.1
406.l.333658.t.1,Barry McCokiner,No Division,89.84,12,2021,406.l.333658.t.5,SHIRT COCKING,No Division,114.6
406.l.333658.t.5,SHIRT COCKING,No Division,114.6,12,2021,406.l.333658.t.1,Barry McCokiner,No Division,89.84
406.l.333658.t.2,T-REX AllStars,No Division,134.28,12,2021,406.l.333658.t.8,SBTFers,No Division,130.7
406.l.333658.t.8,SBTFers,No Division,130.7,12,2021,406.l.333658.t.2,T-REX AllStars,No Division,134.28
406.l.333658.t.3,Champ's Chosen Ones,No Division,84.78,12,2021,406.l.333658.t.6,Mrs Zeepincuzin,No Division,76.3
406.l.333658.t.6,Mrs Zeepincuzin,No Division,76.3,12,2021,406.l.333658.t.3,Champ's Chosen Ones,No Division,84.78
406.l.333658.t.4,Juan Afuk zeepincuzin,No Division,86.98,12,2021,406.l.333658.t.7,Sharknadoes,No Division,90.58
406.l.333658.t.7,Sharknadoes,No Division,90.58,12,2021,406.l.333658.t.4,Juan Afuk zeepincuzin,No Division,86.98
406.l.333658.t.1,Barry McCokiner,No Division,119.02,13,2021,406.l.333658.t.2,T-REX AllStars,No Division,118.2
406.l.333658.t.2,T-REX AllStars,No Division,118.2,13,2021,406.l.333658.t.1,Barry McCokiner,No Division,119.02
406.l.333658.t.3,Champ's Chosen Ones,No Division,124.82,13,2021,406.l.333658.t.4,Juan Afuk zeepincuzin,No Division,101.46
406.l.333658.t.4,Juan Afuk zeepincuzin,No Division,101.46,13,2021,406.l.333658.t.3,Champ's Chosen Ones,No Division,124.82
406.l.333658.t.5,SHIRT COCKING,No Division,92.92,13,2021,406.l.333658.t.8,SBTFers,No Division,103.4
406.l.333658.t.8,SBTFers,No Division,103.4,13,2021,406.l.333658.t.5,SHIRT COCKING,No Division,92.92
406.l.333658.t.6,Mrs Zeepincuzin,No Division,100.22,13,2021,406.l.333658.t.7,Sharknadoes,No Division,136.18
406.l.333658.t.7,Sharknadoes,No Division,136.18,13,2021,406.l.333658.t.6,Mrs Zeepincuzin,No Division,100.22
406.l.333658.t.1,Barry McCokiner,No Division,113.02,14,2021,406.l.333658.t.7,Sharknadoes,No Division,138.2
406.l.333658.t.7,Sharknadoes,No Division,138.2,14,2021,406.l.333658.t.1,Barry McCokiner,No Division,113.02
406.l.333658.t.2,T-REX AllStars,No Division,118.74,14,2021,406.l.333658.t.6,Mrs Zeepincuzin,No Division,76.78
406.l.333658.t.6,Mrs Zeepincuzin,No Division,76.78,14,2021,406.l.333658.t.2,T-REX AllStars,No Division,118.74
406.l.333658.t.3,Champ's Chosen Ones,No Division,116.82,14,2021,406.l.333658.t.8,SBTFers,No Division,120.12
406.l.333658.t.8,SBTFers,No Division,120.12,14,2021,406.l.333658.t.3,Champ's Chosen Ones,No Division,116.82
406.l.333658.t.4,Juan Afuk zeepincuzin,No Division,96.7,14,2021,406.l.333658.t.5,SHIRT COCKING,No Division,131.74
406.l.333658.t.5,SHIRT COCKING,No Division,131.74,14,2021,406.l.333658.t.4,Juan Afuk zeepincuzin,No Division,96.7
406.l.333658.t.1,Barry McCokiner,No Division,85.16,15,2021,406.l.333658.t.4,Juan Afuk zeepincuzin,No Division,83.5
406.l.333658.t.4,Juan Afuk zeepincuzin,No Division,83.5,15,2021,406.l.333658.t.1,Barry McCokiner,No Division,85.16
406.l.333658.t.2,T-REX AllStars,No Division,101.92,15,2021,406.l.333658.t.3,Champ's Chosen Ones,No Division,58.68
406.l.333658.t.3,Champ's Chosen Ones,No Division,58.68,15,2021,406.l.333658.t.2,T-REX AllStars,No Division,101.92
406.l.333658.t.5,SHIRT COCKING,No Division,113.86,15,2021,406.l.333658.t.7,Sharknadoes,No Division,140.34
406.l.333658.t.7,Sharknadoes,No Division,140.34,15,2021,406.l.333658.t.5,SHIRT COCKING,No Division,113.86
406.l.333658.t.6,Mrs Zeepincuzin,No Division,83.28,15,2021,406.l.333658.t.8,SBTFers,No Division,107.1
406.l.333658.t.8,SBTFers,No Division,107.1,15,2021,406.l.333658.t.6,Mrs Zeepincuzin,No Division,83.28
406.l.333658.t.1,Barry McCokiner,No Division,84.38,16,2021,406.l.333658.t.7,Sharknadoes,No Division,111.14
406.l.333658.t.7,Sharknadoes,No Division,111.14,16,2021,406.l.333658.t.1,Barry McCokiner,No Division,84.38
406.l.333658.t.2,T-REX AllStars,No Division,118.98,16,2021,406.l.333658.t.6,Mrs Zeepincuzin,No Division,111.24
406.l.333658.t.6,Mrs Zeepincuzin,No Division,111.24,16,2021,406.l.333658.t.2,T-REX AllStars,No Division,118.98
406.l.333658.t.3,Champ's Chosen Ones,No Division,106.9,16,2021,406.l.333658.t.8,SBTFers,No Division,135.26
406.l.333658.t.8,SBTFers,No Division,135.26,16,2021,406.l.333658.t.3,Champ's Chosen Ones,No Division,106.9
406.l.333658.t.4,Juan Afuk zeepincuzin,No Division,126.62,16,2021,406.l.333658.t.5,SHIRT COCKING,No Division,67.88
406.l.333658.t.5,SHIRT COCKING,No Division,67.88,16,2021,406.l.333658.t.4,Juan Afuk zeepincuzin,No Division,126.62
406.l.333658.t.1,Barry McCokiner,No Division,90.1,17,2021,406.l.333658.t.3,Champ's Chosen Ones,No Division,98.92
406.l.333658.t.3,Champ's Chosen Ones,No Division,98.92,17,2021,406.l.333658.t.1,Barry McCokiner,No Division,90.1
406.l.333658.t.2,T-REX AllStars,No Division,186.02,17,2021,406.l.333658.t.4,Juan Afuk zeepincuzin,No Division,102.96
406.l.333658.t.4,Juan Afuk zeepincuzin,No Division,102.96,17,2021,406.l.333658.t.2,T-REX AllStars,No Division,186.02
406.l.333658.t.5,SHIRT COCKING,No Division,73.16,17,2021,406.l.333658.t.6,Mrs Zeepincuzin,No Division,118.34
406.l.333658.t.6,Mrs Zeepincuzin,No Division,118.34,17,2021,406.l.333658.t.5,SHIRT COCKING,No Division,73.16
406.l.333658.t.7,Sharknadoes,No Division,130.68,17,2021,406.l.333658.t.8,SBTFers,No Division,101.8
406.l.333658.t.8,SBTFers,No Division,101.8,17,2021,406.l.333658.t.7,Sharknadoes,No Division,130.68
414.l.74941.t.1,Barry McCokiner,No Division,95.42,1,2022,414.l.74941.t.5,SHIT CUNT BULLSHIT,No Division,88.04
414.l.74941.t.5,SHIT CUNT BULLSHIT,No Division,88.04,1,2022,414.l.74941.t.1,Barry McCokiner,No Division,95.42
414.l.74941.t.2,Champ's Chosen Ones,No Division,90.68,1,2022,414.l.74941.t.9,Bone Zone,No Division,98.76
414.l.74941.t.9,Bone Zone,No Division,98.76,1,2022,414.l.74941.t.2,Champ's Chosen Ones,No Division,90.68
414.l.74941.t.3,When In Doubt Pull Out,No Division,148.92,1,2022,414.l.74941.t.7,Red Rocket,No Division,112.62
414.l.74941.t.7,Red Rocket,No Division,112.62,1,2022,414.l.74941.t.3,When In Doubt Pull Out,No Division,148.92
414.l.74941.t.4,Sports Gloss,No Division,101.78,1,2022,414.l.74941.t.12,Luke Menoots,No Division,132.16
414.l.74941.t.12,Luke Menoots,No Division,132.16,1,2022,414.l.74941.t.4,Sports Gloss,No Division,101.78
414.l.74941.t.6,Sharknadoes,No Division,108.44,1,2022,414.l.74941.t.8,Diggs in a Blanket,No Division,90.32
414.l.74941.t.8,Diggs in a Blanket,No Division,90.32,1,2022,414.l.74941.t.6,Sharknadoes,No Division,108.44
414.l.74941.t.1,Barry McCokiner,No Division,101.1,2,2022,414.l.74941.t.2,Champ's Chosen Ones,No Division,94.4
414.l.74941.t.2,Champ's Chosen Ones,No Division,94.4,2,2022,414.l.74941.t.1,Barry McCokiner,No Division,101.1
414.l.74941.t.3,When In Doubt Pull Out,No Division,129.28,2,2022,414.l.74941.t.8,Diggs in a Blanket,No Division,137.42
414.l.74941.t.8,Diggs in a Blanket,No Division,137.42,2,2022,414.l.74941.t.3,When In Doubt Pull Out,No Division,129.28
414.l.74941.t.4,Sports Gloss,No Division,89.54,2,2022,414.l.74941.t.9,Bone Zone,No Division,98.96
414.l.74941.t.9,Bone Zone,No Division,98.96,2,2022,414.l.74941.t.4,Sports Gloss,No Division,89.54
414.l.74941.t.5,SHIT CUNT BULLSHIT,No Division,105.66,2,2022,414.l.74941.t.7,Red Rocket,No Division,124.78
414.l.74941.t.7,Red Rocket,No Division,124.78,2,2022,414.l.74941.t.5,SHIT CUNT BULLSHIT,No Division,105.66
414.l.74941.t.6,Sharknadoes,No Division,103.48,2,2022,414.l.74941.t.12,Luke Menoots,No Division,121.18
414.l.74941.t.12,Luke Menoots,No Division,121.18,2,2022,414.l.74941.t.6,Sharknadoes,No Division,103.48
414.l.74941.t.1,Barry McCokiner,No Division,80.96,3,2022,414.l.74941.t.3,When In Doubt Pull Out,No Division,87.6
414.l.74941.t.3,When In Doubt Pull Out,No Division,87.6,3,2022,414.l.74941.t.1,Barry McCokiner,No Division,80.96
414.l.74941.t.2,Champ's Chosen Ones,No Division,97.6,3,2022,414.l.74941.t.7,Red Rocket,No Division,96.96
414.l.74941.t.7,Red Rocket,No Division,96.96,3,2022,414.l.74941.t.2,Champ's Chosen Ones,No Division,97.6
414.l.74941.t.4,Sports Gloss,No Division,60.6,3,2022,414.l.74941.t.6,Sharknadoes,No Division,104.54
414.l.74941.t.6,Sharknadoes,No Division,104.54,3,2022,414.l.74941.t.4,Sports Gloss,No Division,60.6
414.l.74941.t.5,SHIT CUNT BULLSHIT,No Division,73.68,3,2022,414.l.74941.t.8,Diggs in a Blanket,No Division,121.52
414.l.74941.t.8,Diggs in a Blanket,No Division,121.52,3,2022,414.l.74941.t.5,SHIT CUNT BULLSHIT,No Division,73.68
414.l.74941.t.9,Bone Zone,No Division,96.72,3,2022,414.l.74941.t.12,Luke Menoots,No Division,88.78
414.l.74941.t.12,Luke Menoots,No Division,88.78,3,2022,414.l.74941.t.9,Bone Zone,No Division,96.72
414.l.74941.t.1,Barry McCokiner,No Division,97.02,4,2022,414.l.74941.t.5,SHIT CUNT BULLSHIT,No Division,123.08
414.l.74941.t.5,SHIT CUNT BULLSHIT,No Division,123.08,4,2022,414.l.74941.t.1,Barry McCokiner,No Division,97.02
414.l.74941.t.2,Champ's Chosen Ones,No Division,131.4,4,2022,414.l.74941.t.9,Bone Zone,No Division,91.68
414.l.74941.t.9,Bone Zone,No Division,91.68,4,2022,414.l.74941.t.2,Champ's Chosen Ones,No Division,131.4
414.l.74941.t.3,When In Doubt Pull Out,No Division,123.1,4,2022,414.l.74941.t.6,Sharknadoes,No Division,127.64
414.l.74941.t.6,Sharknadoes,No Division,127.64,4,2022,414.l.74941.t.3,When In Doubt Pull Out,No Division,123.1
414.l.74941.t.4,Sports Gloss,No Division,87.06,4,2022,414.l.74941.t.12,Luke Menoots,No Division,70.78
414.l.74941.t.12,Luke Menoots,No Division,70.78,4,2022,414.l.74941.t.4,Sports Gloss,No Division,87.06
414.l.74941.t.7,Red Rocket,No Division,112.28,4,2022,414.l.74941.t.8,Diggs in a Blanket,No Division,63.46
414.l.74941.t.8,Diggs in a Blanket,No Division,63.46,4,2022,414.l.74941.t.7,Red Rocket,No Division,112.28
414.l.74941.t.1,Barry McCokiner,No Division,90.36,5,2022,414.l.74941.t.8,Diggs in a Blanket,No Division,96.68
414.l.74941.t.8,Diggs in a Blanket,No Division,96.68,5,2022,414.l.74941.t.1,Barry McCokiner,No Division,90.36
414.l.74941.t.2,Champ's Chosen Ones,No Division,114.36,5,2022,414.l.74941.t.12,Luke Menoots,No Division,118.92
414.l.74941.t.12,Luke Menoots,No Division,118.92,5,2022,414.l.74941.t.2,Champ's Chosen Ones,No Division,114.36
414.l.74941.t.3,When In Doubt Pull Out,No Division,118.48,5,2022,414.l.74941.t.4,Sports Gloss,No Division,59.02
414.l.74941.t.4,Sports Gloss,No Division,59.02,5,2022,414.l.74941.t.3,When In Doubt Pull Out,No Division,118.48
414.l.74941.t.5,SHIT CUNT BULLSHIT,No Division,132.46,5,2022,414.l.74941.t.6,Sharknadoes,No Division,120.46
414.l.74941.t.6,Sharknadoes,No Division,120.46,5,2022,414.l.74941.t.5,SHIT CUNT BULLSHIT,No Division,132.46
414.l.74941.t.7,Red Rocket,No Division,106.6,5,2022,414.l.74941.t.9,Bone Zone,No Division,91.56
414.l.74941.t.9,Bone Zone,No Division,91.56,5,2022,414.l.74941.t.7,Red Rocket,No Division,106.6
414.l.74941.t.1,Barry McCokiner,No Division,117.54,6,2022,414.l.74941.t.12,Luke Menoots,No Division,77.3
414.l.74941.t.12,Luke Menoots,No Division,77.3,6,2022,414.l.74941.t.1,Barry McCokiner,No Division,117.54
414.l.74941.t.2,Champ's Chosen Ones,No Division,108.24,6,2022,414.l.74941.t.6,Sharknadoes,No Division,91.3
414.l.74941.t.6,Sharknadoes,No Division,91.3,6,2022,414.l.74941.t.2,Champ's Chosen Ones,No Division,108.24
414.l.74941.t.3,When In Doubt Pull Out,No Division,65.98,6,2022,414.l.74941.t.8,Diggs in a Blanket,No Division,100.88
414.l.74941.t.8,Diggs in a Blanket,No Division,100.88,6,2022,414.l.74941.t.3,When In Doubt Pull Out,No Division,65.98
414.l.74941.t.4,Sports Gloss,No Division,93.0,6,2022,414.l.74941.t.9,Bone Zone,No Division,99.66
414.l.74941.t.9,Bone Zone,No Division,99.66,6,2022,414.l.74941.t.4,Sports Gloss,No Division,93.0
414.l.74941.t.5,SHIT CUNT BULLSHIT,No Division,100.46,6,2022,414.l.74941.t.7,Red Rocket,No Division,101.98
414.l.74941.t.7,Red Rocket,No Division,101.98,6,2022,414.l.74941.t.5,SHIT CUNT BULLSHIT,No Division,100.46
414.l.74941.t.1,Barry McCokiner,No Division,120.92,7,2022,414.l.74941.t.4,Sports Gloss,No Division,74.12
414.l.74941.t.4,Sports Gloss,No Division,74.12,7,2022,414.l.74941.t.1,Barry McCokiner,No Division,120.92
414.l.74941.t.2,Champ's Chosen Ones,No Division,164.74,7,2022,414.l.74941.t.8,Diggs in a Blanket,No Division,92.1
414.l.74941.t.8,Diggs in a Blanket,No Division,92.1,7,2022,414.l.74941.t.2,Champ's Chosen Ones,No Division,164.74
414.l.74941.t.3,When In Doubt Pull Out,No Division,88.46,7,2022,414.l.74941.t.9,Bone Zone,No Division,101.1
414.l.74941.t.9,Bone Zone,No Division,101.1,7,2022,414.l.74941.t.3,When In Doubt Pull Out,No Division,88.46
414.l.74941.t.5,SHIT CUNT BULLSHIT,No Division,102.08,7,2022,414.l.74941.t.12,Luke Menoots,No Division,82.98
414.l.74941.t.12,Luke Menoots,No Division,82.98,7,2022,414.l.74941.t.5,SHIT CUNT BULLSHIT,No Division,102.08
414.l.74941.t.6,Sharknadoes,No Division,120.94,7,2022,414.l.74941.t.7,Red Rocket,No Division,87.24
414.l.74941.t.7,Red Rocket,No Division,87.24,7,2022,414.l.74941.t.6,Sharknadoes,No Division,120.94
414.l.74941.t.1,Barry McCokiner,No Division,113.78,8,2022,414.l.74941.t.7,Red Rocket,No Division,134.58
414.l.74941.t.7,Red Rocket,No Division,134.58,8,2022,414.l.74941.t.1,Barry McCokiner,No Division,113.78
414.l.74941.t.2,Champ's Chosen Ones,No Division,158.18,8,2022,414.l.74941.t.6,Sharknadoes,No Division,116.66
414.l.74941.t.6,Sharknadoes,No Division,116.66,8,2022,414.l.74941.t.2,Champ's Chosen Ones,No Division,158.18
414.l.74941.t.3,When In Doubt Pull Out,No Division,119.4,8,2022,414.l.74941.t.12,Luke Menoots,No Division,68.12
414.l.74941.t.12,Luke Menoots,No Division,68.12,8,2022,414.l.74941.t.3,When In Doubt Pull Out,No Division,119.4
414.l.74941.t.4,Sports Gloss,No Division,56.02,8,2022,414.l.74941.t.5,SHIT CUNT BULLSHIT,No Division,110.62
414.l.74941.t.5,SHIT CUNT BULLSHIT,No Division,110.62,8,2022,414.l.74941.t.4,Sports Gloss,No Division,56.02
414.l.74941.t.8,Diggs in a Blanket,No Division,147.58,8,2022,414.l.74941.t.9,Bone Zone,No Division,104.26
414.l.74941.t.9,Bone Zone,No Division,104.26,8,2022,414.l.74941.t.8,Diggs in a Blanket,No Division,147.58
414.l.74941.t.1,Barry McCokiner,No Division,132.18,9,2022,414.l.74941.t.12,Luke Menoots,No Division,81.74
414.l.74941.t.12,Luke Menoots,No Division,81.74,9,2022,414.l.74941.t.1,Barry McCokiner,No Division,132.18
414.l.74941.t.2,Champ's Chosen Ones,No Division,94.7,9,2022,414.l.74941.t.5,SHIT CUNT BULLSHIT,No Division,125.34
414.l.74941.t.5,SHIT CUNT BULLSHIT,No Division,125.34,9,2022,414.l.74941.t.2,Champ's Chosen Ones,No Division,94.7
414.l.74941.t.3,When In Doubt Pull Out,No Division,86.82,9,2022,414.l.74941.t.7,Red Rocket,No Division,68.74
414.l.74941.t.7,Red Rocket,No Division,68.74,9,2022,414.l.74941.t.3,When In Doubt Pull Out,No Division,86.82
414.l.74941.t.4,Sports Gloss,No Division,75.44,9,2022,414.l.74941.t.8,Diggs in a Blanket,No Division,105.04
414.l.74941.t.8,Diggs in a Blanket,No Division,105.04,9,2022,414.l.74941.t.4,Sports Gloss,No Division,75.44
414.l.74941.t.6,Sharknadoes,No Division,118.22,9,2022,414.l.74941.t.9,Bone Zone,No Division,131.46
414.l.74941.t.9,Bone Zone,No Division,131.46,9,2022,414.l.74941.t.6,Sharknadoes,No Division,118.22
414.l.74941.t.1,Barry McCokiner,No Division,111.1,10,2022,414.l.74941.t.9,Bone Zone,No Division,130.58
414.l.74941.t.9,Bone Zone,No Division,130.58,10,2022,414.l.74941.t.1,Barry McCokiner,No Division,111.1
414.l.74941.t.2,Champ's Chosen Ones,No Division,87.02,10,2022,414.l.74941.t.3,When In Doubt Pull Out,No Division,128.9
414.l.74941.t.3,When In Doubt Pull Out,No Division,128.9,10,2022,414.l.74941.t.2,Champ's Chosen Ones,No Division,87.02
414.l.74941.t.4,Sports Gloss,No Division,52.04,10,2022,414.l.74941.t.5,SHIT CUNT BULLSHIT,No Division,79.3
414.l.74941.t.5,SHIT CUNT BULLSHIT,No Division,79.3,10,2022,414.l.74941.t.4,Sports Gloss,No Division,52.04
414.l.74941.t.6,Sharknadoes,No Division,107.28,10,2022,414.l.74941.t.8,Diggs in a Blanket,No Division,113.86
414.l.74941.t.8,Diggs in a Blanket,No Division,113.86,10,2022,414.l.74941.t.6,Sharknadoes,No Division,107.28
414.l.74941.t.7,Red Rocket,No Division,98.34,10,2022,414.l.74941.t.12,Luke Menoots,No Division,113.64
414.l.74941.t.12,Luke Menoots,No Division,113.64,10,2022,414.l.74941.t.7,Red Rocket,No Division,98.34
414.l.74941.t.1,Barry McCokiner,No Division,108.44,11,2022,414.l.74941.t.2,Champ's Chosen Ones,No Division,124.16
414.l.74941.t.2,Champ's Chosen Ones,No Division,124.16,11,2022,414.l.74941.t.1,Barry McCokiner,No Division,108.44
414.l.74941.t.3,When In Doubt Pull Out,No Division,104.96,11,2022,414.l.74941.t.6,Sharknadoes,No Division,129.66
414.l.74941.t.6,Sharknadoes,No Division,129.66,11,2022,414.l.74941.t.3,When In Doubt Pull Out,No Division,104.96
414.l.74941.t.4,Sports Gloss,No Division,80.96,11,2022,414.l.74941.t.7,Red Rocket,No Division,102.0
414.l.74941.t.7,Red Rocket,No Division,102.0,11,2022,414.l.74941.t.4,Sports Gloss,No Division,80.96
414.l.74941.t.5,SHIT CUNT BULLSHIT,No Division,86.4,11,2022,414.l.74941.t.9,Bone Zone,No Division,93.42
414.l.74941.t.9,Bone Zone,No Division,93.42,11,2022,414.l.74941.t.5,SHIT CUNT BULLSHIT,No Division,86.4
414.l.74941.t.8,Diggs in a Blanket,No Division,111.62,11,2022,414.l.74941.t.12,Luke Menoots,No Division,70.82
414.l.74941.t.12,Luke Menoots,No Division,70.82,11,2022,414.l.74941.t.8,Diggs in a Blanket,No Division,111.62
